ag;name
10;Корпус 1107 Склад сжиженных газов
4;Термометр ТБ-2Р(0-100)-1,5-80-10-М20
10;Помещение: Кладовая
7;"Пресс ""Карвер"" к.1139 каб.405а"
4;ТРУБОПРОВОД ВОДОВОДА ОТ ГРАДИРЕН ДО КАМЕРЫ ВСАСЫВ
3;Весы  A&D GX-2000
3;сплит-система TOSHIBA RAS-24UFHP-E4
12;Эл.тельфер тип Т-500 уч2 склад м
5;Сигнализатор уровня вибрац. VEGASWING 61
8;Ограждение факельного хозяйства
2;Шкаф ШСАУс К-Ф1-Ф2-ТО-АВ3,0 (116363д)
5;Трубопровод воздуха КИПиА кат. В V
10;Пождепо
1;Сейф №2295
11;ШКАФ ДЛЯ ОДЕЖДЫ ИНВ № 99841
11;ПРИБОР Ш703-Н
11;НАСОС НК 200 / 120 С ЭЛ. ДВИГАТЕЛЕМ
5;сооружение: Канализационно-насосная станция №11
11;СТОЛ ЛАБОРАТОРНЫЙ
12;Трансформатор Tesar 1600 кВА, 6/0,4 кВ, AF, IP31
5;Транспортер гусеничный HAGGLUNDS BV-206A № нв 5636
12;Насос дозировочный электромагнитный ProMinent  GAL
4;Насос НД 2,5 630/10 К14А с двиг.1,1 кВТ
6;Станок заточной GSM 200
8;Воздушная компрессорная станция с блоком получения
9;Пылеуловитель ДХМ 8063.00.000 Ф-202/1
5;лебедка эл. ТЛ-9А-1
9;Система автоматического пожаротушения под фальшпол
2;Маршрутизатор Cisco 2821-HSEC
3;Анализатор ионов натрия
6;Станция катодной защиты 275
8;Камера КСО №11
8;Отделитель мягкого продукта В-502
6;Блок контроля качества ШФЛУ с поточными анализатор
1;рации и зарядное устройство к ним к-с 1200 (КИП)
1;Микрофон SM-25
3;Радиостанция Motorola DP4401Ex (MDH56QCC9LA3_N)
2;Система хранения данных EMC VNX 5300 с 8 дисками 3
3;ШКАФ Д / О МЕТАЛЛИЧ ЕСКИЙ
6;ЗАДВИЖКА 3КЛ2-300-16
12;"Системный блок "" СИТИ"""
4;Принтер маркировочный Domino Ax150i
8;ПРЕОБРАЗОВАТЧАСТОТЫ DANFOSS VLT AQUA
11;Этажерка
4;Автомобиль КАМАЗ-55111 А 711 ХХ (КПП701716073)
11;"ШКАФ ""МАКСИ"""
3;ПРЕОБРАЗОВ.EJA530A-EBS7N-09DE/KS2
3;ДАТЧИК EJX530A-EBS7N-017DN/KS21/N4/QR
1;Холодильник Т-116
11;НАСОС 5НКЭ-9Х1 С ЭЛ. ДВИГАТЕЛЕМ тех№ 9-2
2;Насос 1 ЦГ-1.25-50-К-9-5
10;Здание цеха 127 производственная часть-одноэтажное
5;Датчик избыточного давления EJA 530A-DВS4N-07DE/KS
5;автоматЭ06В выд.руч.стац.зак.82115002 1000А
1;Насос с моном. Р 5006 I G-706
2;АРМ Блок Lenovo ThinkCentre M710q (514615)
1;"Информационный терминал ""САГА"" С-19, корп. 116"
10;Кабельная эстакада 714
2;Испаритель ИП-1 к-с 1239
9;Емкость подземная ЕПП поз.564
6;Установка гидрирования пироконденсата 1-135
9;СЕТИ СВЯЗИ ОТ К.195 ДО ГПП-4(2 КАН) ИЗ АСБОЦЕМЕНТ.
3;Проекционное оборудование для переговорной
9;корпус 1229-административно-бытовой
11;"Холодильник бытовой ""Полюс"""
8;КАМЕРА КСО -2
10;"Модульконтейнер ""Гранит""  МК-12-Б (сооружение 261)"
10;Подстанция блока водооборота отделения 100Б
7;Электростанция ЭД-100-Т/400-2РН
12;Пароконвектомат RATIONAL CM 61 CombiMaster PLUS El
3;Насос G-212S
9;Сепаратор-фильтр С101/2 50 м3 /НОиО/
7;Сети ВИК (вид сетей В-9, В-1, В-10, В-8)
8;Коммерческий узел учета ШФЛУ на ТНХ
7;Теплообменник 1400ТИ-16-М12-С 25-6 К-2 Т
12;Агрегат КС 12-50
12;Насос 3хг43-7-2к-204 Н-304Б
9;Рессивер V -20 м3 поз.17
3;"Хроматограф ""Кристаллюкс-4000М"""
5;Шкаф ЩУ-4-42640
3;Нагреватель переносной индукционный Betex 24RLD
1;Эл.минипекарня FP 10 Е инв. № 6375
7;"КТП КУ № 6. Продуктопровод ""ЮБ ГНС-ТНХ"" этап 2"
6;Ячейка КРУ КВ7-10-13-630 корпус 1055
4;Телевизор LED Samsung UE55H6200AK
10;ЗДАНИЕ ПРОИЗВОДСТВЕННОГО ПОМЕЩЕНИЯ
1;Линия 65/1,Б-65/1,А-65/1 Сдувки этилена на
10;ЗДАНИЕ ЦЕХА ВЫДЕЛЕНИЯ КАУЧУКА ДК-2
12;Расходомер Endress+Hauser Prowirl 72F (72F25-SE0FA
9;Нежилое помещение №П2
8;Путь железнодорожный № 2-а к цеху №47-51 со
4;Ротаметр 5к6948-1 XL-200 (311060), FG-4331
10;ЭСТАКАДА ВНУТРИЦЕХОВАЯ 65 П/М ОДНОЭТАЖНАЯ
6;Сети электрические 10кВ (УДС)
3;Датчик EJA110A-EVS4-39DC/KS2/QR
3;Радиостанция MOTOROLA GP 340 36-42 МГЦ (КОМПЛЕКТ)
9;КТП-5,6 (тех инвентаризация объектов недвижимости)
6;Контейнер Д1 V = 100 л
12;Насос 3хг43-7-2к-204 Н-304Б
2;ПРИНТЕР - АППЛИКАТОР VIDEOJET P3400 ЛЕВ.
5;Клапан 27-28122 Ду25 Ру40 поз. ТV 11018p
2;Стац.газоизмер.головка PolytronIRType340
8;ПАНЕЛЬ РАСПРЕДЕЛИТЕЛЬНАЯ ЭПП-542-64
10;Т-420 Участок выделения, сушки и упаковки
5;Полимеризаторы с рубашкой и мешалкой
5;МСС-АА
10;Центральный пункт управления
12;Щит управления ТВ-100/1 черт.13Э-0030-ЭМ.3Д
12;Насос ЗГЦ 100/32/010400166
12;Земельный участок  59:01:47 1 6054:132
7;Емкость для масла Е-404 М КУБ
4;ТРУБОПРОВОД ФЕКАЛЬНОЙ КАНАЛИЗАЦИИ
1;Телефонный аппарат Meridian M3904
10;Емкость Е-46
12;Шкаф управления задвижками 4-ШК2 (800*2200*800) ко
12;Распред.шкаф ПР-11В-3072
11;Насос 2ЦГ-100/80 К-37-5
10;Кабельная эстакада 848
4;Стол компьютерный с тумбой/PR/160 см. (бук) к 432
6;"Дозиметр гамма-излучения ДКГ-03Д (""Грач"")"
6;ШКАФЫ РАЗДЕВАЛЬНЫЕ МЕТАЛЛИЧЕСКИЕ ИНВ №96123
8;Сепаратор факельный черт. 203.258.00.000 СБ поз.ФС
1;Стенд для пневмогидравлических испытаний ПГИ 50/60
6;Шкаф электрический I2
2;Клавиатура рабочая AIP827-2
9;Кран шар. F15-46TFM-PT200DN32-PN16-КО
8;Стрелочный первод №113 на территории цеха Д-1
5;Регулирующий клапан (сферический) поз. FV-1631
6;Контейнер Д1 V = 100 л
1;"Вентилятор напольный ""Скарлет SC-175"""
4;насос 2 ЦГ 100/80 К-37-5
10;ОБЪЕКТ ГО 56-8
11;Анализатор LАВ 1008
6;ТВЕРДОМЕР ТШ-2М
11;КОНТЕЙНЕР ДЛЯ ТИБА
8;Перевод стрелочный №16 к пути №13 п/м 72
1;Шкаф №1020237
9;Система автомат. газового пожаротушения и оповещен
8;Шкаф для инструмента чер. 93.764.00.00 СБ
4;регулир. клапан Ду 25 5к 3780-8 (150526а), труб-д,
11;"Гигрометр ""Байкал"""
5;"Прилавок горячих напитков""Аста"" ПГН-70К к 1002"
4;Фильтр для очистки воды
11;Насос №20/3 2АЦСН 3Х3
10;"Модуль-контейнер ""Модуль"""
8;Скважина № 7
2;Ротаметр Yokogawa RAMC02-A1SS-63V2-H90424/A13/BG/K
3;Распр.система управления CENTUM CS3000R3
1;Устройство переговор. DW 2Ех, 2св., 25Вт
1;Колонна C-202
8;ШКАФ СИЛОВОЙ  № 6 СОСТОЯЩИЙ ИЗ 9 ПАНЕЛЕЙ
3;Автомобиль MITSUBISHI LANGER 1.6 В 170 ОХ 70
9;Амбар аварийного сжигания ШФЛУ. КУ 39 км.
7;Колонна отпарная Т-102, Т-102
8;ОТКРЫТОЕ РАСПРЕД. УСТРОЙСТВО 110КВ.38цех
1;Секторный питатель РД-131
1;Насос ручной РН-250
8;Сейф
5;Преобразователь дифференциального давления EJA110A
11;Сепаратор 4м3 Е-22/2
3;ПИРОМЕТР RAYTEK THERMALERT TX (RAYTXCL)
4;Термометр ТБ-2(0-100)-1,5-80-10-М20, П1-П4
12;Анализатор фракционного состава нефтепродуктов авт
1;Сепаратор № 6. Наружная установка УПГ-2. Компрессо
8;КАМЕРА КСО -2У М
12;Сварочный аппарат ВД-306Э 3*380 пост 45
6;Станок настольно-сверлильный ГС 2112
8;Шкаф (хранилище) для газовых баллонов ХГБ-02
6;202/3 29 Система распределения воздуха КИП
9;Вертолетная площадка 660
4;Терминал сенсорный DataVan Bravo BP-615S со считыв
8;Сепаратор приемный С-201
10;ПОДЬЕЗД ОТ ДОРОГИ к овощехранилищу ц 103
9;Площадные сети эл. снабжения 0,4 кв.,
8;Камера КСО №7
5;Система навигационная в комплекте
8;Трансформатор ТМ
9;ТРУБОПРОВОД
7;Клапан Masoneilan Camflex 35-35212 Ду50 Ру40 VI Cv
1;Стол компьютерный 90х73х76/груша
3;НАСОС ХИМИЧЕСКИЙ ГОРИЗОНТАЛЬНЫЙ 1Д200-90 УЗ ЭЛ/ДВ
2;Кран мостовой электр.20/5 дл.16.5 Q 20 тн
11;"Трансформаторы 750 KWA ""Вербано"""
10;№ 2185 АВТОДОРОГА к площадке к трубе цеха ДК-2
3;Спектрофотометр UNICO (модель 1200)
6;Теплообменник Т-107/2 инв. № 6331
12;Прибор Сапфир 22ПМ
8;Фильтр F-1/1A зав.№ 1110333
10;АВТОДОРОГА к цеху 25б
12;Насос 2Х-4А-2Г с электродвигателем ВАО-52-2 13кВт
11;Часовая станция 15Э165 зав.N 24548601
12;Комплектное распред. устройство Д-12Р в составе 14
9;Фильтр Donaldson
8;Сооружение газопровод Тагринское м/р - Варьеганско
6;Пожарная сигнализация и оповещение людей о пожаре
7;Комплектная трансформаторная подстанция (КТП)
9;Товарный парк широкой фракции легких углеводородов
10;Кабельная эстакада 641
2;Кран Flowserve Argus FK79 DN32 ANSI150 1.4571 флан
5;Датчик Метран-100-ДД-1422-02МПЗ-Т10-0.25-16кПа
2;Плоттер (принтер) HP DesignJet 800 PS
7;Станок плоско-шлифовальный ЗГ71 29328 №1
2;Клапан Vetec82.7DN150PN40(XV1282)
9;Кран шар. F15-46TFM-PT200DN32-PN16-КО
12;Насос 1.5хг-3к  Н-501Б
4;Манометр б/разд, PG-1251B
11;ТЕРМОМЕТР ТПК-2
2;Дозатор газа ДГВ-3В ТУ 4213-2655-1-07500711-08 в к
8;ПОДСТАНЦИЯ ЭПЧ-3 ЭЛ.ЧАСОВАЯ
10;Корпус 1530 Станция пожаротушения
1;Колонна C-201
2;Сервер НР ProLiant DL360 G7
8;КАМЕРА С ВЫКЛЮЧАТЕЛЕМ ВНГ-113, РАЗЪЕДИНИТЕЛЕМ РВ-6
12;Ограничитель перенапряжений ОПН-У-110/56-3 УХЛ1 IV
8;Гараж для снегохода 775
7;ЕМКОСТЬ ШАРОВАЯ (Резервуар)
1;"Холодильник ""Бирюса 18"" зав.№0542837 к.1046"
6;Светильник РКУ 10-250
12;Железнодорожные пути № 17, 18 протяж. 734 п.м
2;Сервер HP DL360GL360 G6 X5550 perf EU Svr
9;Дымовая труба высота 45 п/м
9;ТРУБОПРОВОД ХИМИЧЕСКИЙ ЗАГОЯЗНЕННОЙ
10;Производственное здание №2
3;Электронасосный дозировочный плунжерный агрегат НД
1;Роликовый конвейер Т-952
8;Блок-бокс электронного оборудования. Узел запуска
12;Хроматограф Кристалл-2000М(с компьютером
4;Стабилизатор 3-фазный Wusley SDW
5;Клапан Ду25 Cv5 н/ж HELES
3;"Монитор 15"" Samsung 510T LCD"
4;Компрессор ВК-50 1.4270-631.00-00ТЗ ВК-5
8;ВЫПРЯМИТЕЛЬНОЕ УСТРОЙСТВО УЗА 150/ 80
5;Антенная опора на Крановом узле № 1 (11-й км.)
12;Кабел.трассы к.345сист.ТДС-3000
1;МАШИНА ШЛИФОВАЛЬНАЯ ПНЕВМАТИЧЕСКАЯ ИП-2014
2;Компьютер WR LP2001
11;Преобразователь Ш-7П
4;Стул офисный
11;Хроматограф АХМ-8 МД
10;Сосуд-Емкость Е-17 V-200м3
9;Резервуар противопожарного запаса воды (титул 15-1
6;Контейнер
8;Товарный парк (Каре К1-К5)
2;Фильтр угольный ФСУ-3400 Е-1/1,2
12;Преобразователь частоты Schneider ATV61HD90N4 ATV6
8;Ограждение факельного хозяйства
5;Приемо-передатчик 10,7-11,7 ГГц 0,1 Вт (20dBm)
4;Насос НК 200/370 Г1А С ТМ80-130 с эл. двигателем В
11;ЕМКОСТЬ ИЗ ЦЕХА 98 ТЕПЛИЦА
7;Станок шлифовальный Unigri KVS-LENS зав.№ 0002-06-
8;Сейф BSD-1000
6;Подогреватель СУГ Т-217
10;Емкость буферная 2-Е-403
5;Зарядное устройство к-с 1210
9;Корпус 1203-химводоподготовки
6;Теплообменник 426ТКГ-16-5-6-0 25-2-1F2 к.403
7;Система валов ЮКЛ0300000
12;Шкаф сушильный для спецодежды и обуви DION PRO
4;Стол пристенный
1;Станок Proma E-1720F/400
7;Операторная
5;Блок-бокс с приемным резервуаром инв. №3037
10;Эстакада оборотного водоснабжения от к.402/1 до к.
12;Датчик давления разряжения Метран М45
12;Аппарат с перемешивающим устройством №862 V-1,6м3
1;Насос с моном. Р 5615 I G-802S
6;КОНТЕЙНЕРА ОБЪЕМ=1,3КУБ.М.
3;Коммутатор Cisco WS-C295G-24-E1
10;Кабельная эстакада 616-7 км.
7;Трансформаторная подстанция КТПН 714-2
10;Дымокамера
6;Станок деревообр.УРМ-2
2;Сервер Lenovo x3650 M5 546262G 165366
6;Щитовое оборудование
8;СТАНЦИЯ НАСОСНАЯ №2 ИНВ. №1421.
3;Преобразователь EJA530A-EBS4N-09DE/KS2
10;Емкость вертикальная V=16 м3 ст12Х18Н10Т техн. поз
1;Тумба Р 6520, бук
7;Узел темперирования ЮКЛ-14
9;Нежилое помещение №П1
7;Емкость Е-48/2
8;Стрелочный первод №8 - основная площадка
12;Калорифер КСК 4-12/010403030/
11;Комплектное распределительное устройство
4;425 13 Тр-д охлажденной воды
10;ЭСТАКАДА КИП
1;Насос 1КС 50_55 УХЛ4
11;СЕТИ ГРУНТОВОГО ВОДОЗАБОРА
6;Пожарная сигнализация и оповещение людей о пожаре
6;Светильник РКУ 10-250
1;Резервуар плавления Д-953
5;Блок внешнего табло БВТ-24Б.2
10;Электрокабельная эстакада
12;Испаритель ЗАК 15699
1;Ячейки КРУ-2ВК-12
1;Кресло на крестовине
5;Резервуар для хранения ПАЛ поз.АВ-231
11;НАСОС  ТЕХН.№ 217
1;"Усилитель TDA-500 2х250Вт, 100В, 19"" 2HE"
6;Щит 2Щ ФО
5;Регулятор Carraro UBAN/IF3
10;Корпус 3003 Объединенно-вспомогательный корпус
11;ИЗМЕРИТЕЛЬ Л2-76
2;Клапан Vetec 82.7,DN150,PN40 (XV1211)
9;Базовый аппарат дыхательного аппарата изолирующего
9;Аппарат дых шланг-й ШДА маска 247680
2;Терминал Xerox YSoft SafeQ ASK 725154
12;Шкаф управления секционным выключателем 2-ШК8 (600
11;Насос 1Д 315-50
3;УровнемерVEGAFLEX61.CXСGB1HAМXX,L=1800mm
9;КАБЕЛЬ ТЕЛЕФОННЫЙ ТПП-50-10х2х04 ИЗ АСБОЦЕМЕНТНЫХ
2;"Монитор Dell TFT 20"" 2009W"
1;Выпрямитель сварочный
12;Емкость буферная 1-Е-443
10;НХП здание 654 корп. склад реагентов и масел
12;Агрегат КС 12-50
11;Насос-дозатор
2;АРМ Блок Lenovo ThinkCentre M710q (514615)
5;Задвижка 30 с 915 ф 150
4;Модернизация АСУ ТП компрессора К-250 №3
4;ТЭР Тр-д пара Р=2кгс/см2
10;ЗДАНИЕ П / СТ.№47
6;Индивидуальная дымовая труба для котла ДЕ 25-14 ГМ
6;Светильник РКУ 10-250
7;Машина 2х позиционная
9;Сепаратор М-133 УПГ-1
11;Насос конденсатный тип КС-50Х55 с эл.двигателем.
2;Станция оператора HP dc7800 CMT ЭХЦ HIS 0258
5;Преобразователь давления эталонный ПДЭ-350A
5;Электропечь ЭПЭ 40/400
1;Морозильный ларь СВ 280 GL
11;"Холодильник ""Кодры"""
12;Питатель шлюзовый 2-Х-412
1;Шкаф д/документов Р 7240, бук
6;Двигатель П2-800-172-8У3 420квт/630-1000/600
9;ХИМЗАГРЯЗНЕННАЯ КАНАЛИЗАЦИЯ ОТ ГРАДИРНИ 7
3;Уровнемер VEGA VEGAFLEX 81 FX81.AXAECHHXAMXX L=330
10;Корпус 1019 Отделение воздухоразделения
2;Колонна К-308
2;Насос Lutz RE Niro 41-L-GLRD SS бочковой поз.G-117
9;Рессивер инертного газа
4;КЛАПАН МОД.35-35112 DN25 PN40 KV8.4 НO W
2;ПАНЕЛЬ СЕНС. SIMATIC MP 277 10 6AV6643-0
7;Трансформаторная подстанция КТПН 609
4;Мановаккумметр МТИ-1218.-.60кПа, кип
6;сооружение: Комерческий узел учета ШФЛУ № 3
6;Контейнер
2;Насос 3ХГ-6К-14
7;Газодувка ротационная марки SH 72-1
6;ТЕПЛООБМЕННИК ТСЭ-04-12
6;ТЕПЛООБМЕННИК ТСЭ-04-12
2;Вертикально-сверлильный станок 2Н-125 Л
1;Сигнализатор СОУ-1 зав.№ 3530
6;КОНВЕЙЕР ЛЕНТОЧНЫЙ
2;Источник бесперебойного питания APC Smart-UPS 1500
11;Источник Б5-47
2;АРМ Блок Lenovo ThinkCentre M710q (514615)
2;Гайковерт гидравлический высокомоментный КГВ65-105
5;Метран-100-К-ДД-1430-02-МП1-110-050-0,04кгс/см2-25
3;Радиостанция Motorola DP4401Ex (MDH56QCC9LA3AN)
3;Компьютер: HP d x 2000M D325 80GB 256 MB 3200, FDD
2;Буферная емкость Е-11-3
3;Жалюзи вертикальные 5.7Х3.1
6;Теплообменник ТТ-401
10;Эстакада кранового узла . КУ 9 км.
7;Хроматограф SIEMENS Maxum II поз. Q-4501/4502
9;Бак декарбонизованной воды № 1 с обвязкой п.к. II
9;Базовый аппарат дыхательного аппарата изолирующего
12;Щит ШУ1 РП2-0,4 кВ корпус 347
3;Монитор TFT LCD
7;Нежилое помещение-часть №2 строения, теплая стоянк
12;Реактор 1-Р-201
11;ГЕНЕРАТОР Г 4-153
12;Емкость зак 208832 Е-105
1;Телефонный аппарат Meridian M3904
11;НАСОС  ТЕХН.№ Н 276/2
2;ШАССИ КОММУТАТОРА CATALYST 6500 ENHANCED
8;КАМЕРА С ВЫКЛЮЧАТЕЛЕМ ВНГ-113, РАЗЪЕДИНИТЕЛЕМ РВ-6
4;Стол лабораторный(2 шт)
8;Перевод стрелочный №117 марки 1/9 рельсы Р-43
1;Лестница
8;Шкаф (хранилище) для газовых баллонов ХГБ-05
11;АППАРАТ МАТЕРИАЛ-СТАЛЬ ВЕС 0.5Т
9;Сепаратор С-104 (НОиО) 16м3
3;Принтер HP Color LaserJet 3550 сер.№ CNKR503490
9;Титул 1315 Резервуар хозфекал. и химзагр.вод пр
5;датчик Метран-100-Ех-ДИ-1150-02-МП1-t10
11;ПРОТИВОПОЖАРНЫЙ ПОДЗЕМНЫЙ Ж\Б РЕЗЕРВУАР
8;Путь железнодорожный №47 из рельсов Р-65 347.8п/м.
6;202/3 20. Теплообменник пластинчатый Т-302
3;Пожарная сигнализация к.20 (админ.часть)
4;Комплект портативного терминала МТР850Ех НИУС.4292
5;Устройство для удаления стружки, габаритные размер
12;Трубопровод оборотной воды на охлаждение
11;НАСОС 9 II
8;Блок-бокс электронного оборудования 855
1;Циклон Д-35В
8;Сепаратор приемный С-302
2;Многофункциональое устройство НР  Laser Jet M5025
7;Сети связи
7;Станок 2А 554-1 зав№ 2432
4;Стул офисный
2;Система стационарной виброзащиты компрессора поз.5
9;ФУНДАМЕНТ ПОД КРИОГЕННУЮ ЁМКОСТЬ НИЗКОГО ДАВЛЕНИЯ
9;Вертолетная площадка 791
1;Телефонный аппарат Panasonic KX-T2365
9;Фильтр очистки газа Ф-201/2. Наружный двор компрес
8;Шкаф для инструмента чер.93.764.00.00СБ
9;Цистерна ж.д. 4-х осная №57159527(нефть-бензин)
2;Компьютер мобильный Motorola MC9090-G
12;Емкость Е-318
1;Компрессор МКВ40-7-2Б-01
3;УРОВН. VEGAFLEX61.CXСGB2HKMXX L=3250
3;Комплект портативного терминала TETRA во взрывозащ
2;Агрегат насосный основной НА 85-01/85-01 в сборе
12;Аппарат ТВ-2
10;ЗДАНИЕ ПОДСТАНЦИИ Ц №28 (ПРИСТРОЙКА)
10;Резервуар В1-444.00.000 Е-413/5
11;КОРПУС 39
2;Система стационарной виброзащиты компрессора поз.1
12;Лестница стремянка
1;Тумбочка Покрытие верха-ламинат
10;Эстакада от опоры N1511 до опоры N1529 у цеха N119
2;Сервер HP ProLiant BL460c G8 (641016-B21)
6;ВЕСЫ ТРЕХТОННЫЕ
3;Аппарат для определения коксуемости нефтепродуктов
10;Подземные емкости этилена корп.201/16
9;Камера переключения отстойников
2;Клавиатура оператора мембранная AIP827-2
3;Ультразвуковой толщиномер ТУЗ-2
5;Трубопровод пневмотранспорт кат. VВ 250 ТР 101
8;Камера КСО №11
1;Теплогазоматериалопроводы
9;Вертолетная площадка 572 км.
9;Корпус 403/2 (скважина грунтовой воды)
5;СКЛАД ГОТОВОЙ ПРОДУКЦИИ
9;Возбудитель КВСДОС-RA-115-400-2K 109659
4;Стол произв.с бортом ПРПС-8/6
8;ЩИТ СТАНЦИИ УПРАВЛЕНИЯ
6;Щит 2Щ ФО корпус 1055 ЦПУ
8;Сейф Diplomat MO - 130
10;ЗДАНИЕ ПРОИЗВОДСТВЕННОГО ЦЕХА
12;Пневмопривод ПЗ -150-40
5;Датчик Метран -100-ЕХ-ДД
2;Многофункциональный калибратор MC5-R-IS
6;ВОРОТА В-1
5;Резервуар технологической воды V-600, V-600
6;Панели ПБШ ПКР
5;Задвижка 30с915нж (ГА 12013-100) A Ду100 Ру40 У1 с
9;Бак исходной воды №2 с обвязкой о\у
12;Аппарат дыхательный MSA AUER AirXpress Fire-Z (101
8;Гараж для снегохода 764
2;Клапан Samson 3241,DN40,PN40(LVS2131
2;насос хим. Х 50-32-125 Д
5;Регулир.трубопр.арматура 35-35112 DN 40 поз.2705а
8;Железнодорожный путь №40
6;Комплекс АДК100-ЖДВГ ХЛ1 поз.НУ-19
7;Временная операторная(факел)ТИТ.6007
6;Фильтр поглотитель ФПУ-200
10;Эстакада кранового узла на 118 км.
11;Охранная сигнализация завода
11;ТОЧ.ШЛИФ.СТАНОК
12;Ноутбук HP ProBook 430 G2 (K9J78EA)(сер.ном.CND530
9;Вертолетная площадка 781
7;Жилое помещение-квартира № 9 в доме № ВЧП-26, микр
6;КОНДЕНСАТОР  тех№36-1 ЗМЕЕВИКОВЫЙ
2;Сервер HP BL460c G7 CTO Blade
6;Теплообменник 800ТНГ-16-М8/25Г-3-4-У-И Т-419
7;Станок плоскошлифовальный мод.3Л722В зав.№ 58149
2;Стац.газоизмер.головка PolytronIRType348
2;АСУ ТП и ПАЗ узлов дополнительной очистки сырья
8;Сепаратор приемный С-103
5;МСС-АА
9;Бак очищенного конденсата № 1 с обвязкой, к\о
3;Генератор водорода Хроматэк 16.600 осч
12;Экстрактор ПЭ-8000
5;панель ПН-550/300 к-с 1209А №13 напряж.до 1кВ пере
9;Корпус 1214/1 резервуар охлажденной воды
1;Вагонопогрузочные машины Q=1400 Р-196
3;СИГНАЛИЗАТОР VEGASWING 61.DAGBVXMRXF
2;Автоматизированная система управления технологичес
4;Трубопровод транспорт.воды с органикой из ц.ДК-5
1;Сигнализатор 1-кан.  Щит-2-7 с ДТХ/01030
12;Датчик УДФ-01/МИ
4;Электродвигатель к насосу ПЭ-150/53
6;КАМЕРЫ УБ-ПВ
8;КАМЕРА С ВЫКЛЮЧАТ. ВМГ-113, РАЗЪЕДИН. РВ-6,
8;Блок-бокс электронного оборудования 750
2;Шаровая емкость к-с 1242
11;НАСОС Ц/Б
11;Сети пожаро-хозяйственной воды ду-300, сталь
3;Канализационная насосная станция хозяйственно- быт
10;№1974 ПОЖАРНЫЕ КОЛОДЦЫ
3;Вентилятор П1/1 ( корпус 104)
6;Противовзрывное устройство МЗС
4;УСТАНОВКА ТИТРОВАЛЬНАЯ УТП-2Т+ДИН- 31
5;Аппарат №32/2
10;Канализационная насосная станция (Очистные сооруже
5;ШКАФ КОМПЛЕКТНЫЙ DAS16-DD-CL
5;АППАРАТ ВЭЭ2-3-1,0-4
6;КОЛОННА № 26/ 1
6;Подогреватель мазута ПМ-10-60
9;Эстакада
1;Кран-балка электрическая г/п 5тн зав.№ 2392
1;Резервуар плавления Д-951
11;НАСОС ТЕХН 3Х-9Е, техн №104/1
7;Дорога и подъездной путь внутрихозяйственный
8;Железнодорожные пути №28
1;Насос Н-9Б
7;Станок горизонтально-фрезерный 6Д-82Г 51
12;Датчик EJA110A-DMS2A-27DC/KS1/D
3;Пирометр Raytek ST20 ProPlus (RAY ST20 XBEU)
10;Бак конденсатный черт. БК 38.00.000-05 СБ поз. Е-4
10;Емкость буферная 2-Е-301
11;СТАНОК СВЕРИЛЬН.
1;Таль ручная Q=3,5 тн S-135
11;СТЕНКА ПОДПОРНАЯ ВДОЛЬ ФРОНТА ЗАГЛУБЛ.
11;НАСОС ХИМИЧЕСКИЙ ХОЕ 90/ 85
6;Теплообменник  Т-4
4;Ротаметр 5к6948-1 XL-200 (311060), FG-3061
9;Бак нейтрализации № 2 с обвязкой о\у
9;Модуль МПТХ 65-100-50
10;Емкость Е-505 01.219
8;Емкость подземная ВК-2 (20м3))
4;"Стол компьютерный ""Стратегия"" /орех/ ББО лиц.отд."
11;Насос 1 ЦГ  12.5/50К  4-2   Н-54
1;Эл.кран подвесной г/п 5 тн к-с 1240
9;Модуль МПТХ 65-100-50 ЭМ
5;Устройство мягкого пуска серии RVS-DN
8;Комплектная трансформаторная подстанция
7;Насосная СГБ
4;Массовый расходомер раздельного исполнения.Тип МFM
5;Задвижка 30с541нж Ф350 Ру16 30с89нж с ОФ
8;Блок-бокс электронного оборудования 678
12;Насос 2ЦГ-25/50-5,5-2
3;Рация PD715Ex с/н 18607А0145 + выносной микрофон
11;Компрессор тип 305-гп с эл.двиг.
3;Станок нождачный
8;ТРАНСФОРМАТОР ИНВ.№6820
2;Автоматизированный комплекс SAP
1;Насос Н-806 Б
8;КАМЕРА КСО-272.
11;СБОРНИК ТЕХН.№ 76/1
9;Корпус 1214/1 резервуар охлажденной воды
6;Теплообменник №14-Б/2 213м2
8;Ограждение трубопроводов эстакады Д-1
3;Датчик дифференциального давления Yokogawa ЕJA-118
2;Ноутбук Lenovo ThinkPad X270 20K5S3KM00
11;СТЕНКА ПОДПОРНАЯ ВДОЛЬ ОТКОСА НАСЫПИ Ж\Д
5;Кондиционер GREE KF-60 GW/A 10
7;Дорога к подъезду цеха № 14
5;Цифровое внешнее взрывобезопасное устройство с дву
2;Анализатор Artvik Thermox WDG-IV/IQ поз.QT-5551-1
1;Заточный станок для правки токарного инструмента
2;Анализатор влажности Xentaur
5;источник ИБП Pro-Vision 2000VA
5;Прилавок холодильный для напитков ПВВ (Н) 70М 1120
3;Насос дренажных вод №1 Lowara SV1803/16S15T/A
3;Система  питания IP телефонов
9;Блок аппаратов воздушного охлаждения АВМ-Г-20-ЖЭ-1
12;Утепленный домик
2;Фрезерно-отрезной станок8Г-66
6;Механизм фланцегибочный СТД-94
10;Благоустройство территории корпуса 1164/1
8;Железнодорожный путь №36 (272м)
