ag;name
10;РАЗРЫВНАЯ МАШИНА С МИКРОЭВМ LAB1026 УП.70
2;НАСОС АХ 125-100-400-К-СДЭЛ/ДВ 55 КВТ 14
10;НАСОС ИП-103 А С ОПЫТНЫМИ УЗЛАМИ И З/ ЧАСТЯМИ
3;Индивидуальный дозиметр ДКГ-РМ 1621
9;АВТОДОРОГА асфальтовая к цеху 28
11;Вентилятор ВЦ 4-75 № 5 к.201/15
6;Станок НД 3316Г 5957 №188
6;Панель РЗА-5
10;Прицеп тракторный ММЗ-771Б гос.№ЕР5595
1;Анионитовый фильтр поз. F- 1904А
5;Весы вагонные со стрелочными переводами
8;КОЛЛЕКТОР ХИМ.ЗАГРЯЗНЕННЫХ СТОКОВ ОТ КОЛОДЦА
7;Блок-бокс электронного оборудования 848
8;Здание заводоуправления к.3
5;Система автомат.пожаротушения в контроллерн.к.713
10;НАСОС ХИМИЧЕСКИЙ
5;ВОЗДУХОПОДОГРЕВАТЕЛЬ СЕКЦИОННЫЙ
9;"Корпус 1046;1046/1 АБК с лабораторией"
10;ПРИБОР ИЗМЕРИТ.833
7;Маг.напорный г/д Холмогорская КС-Муравленковск.ГПЗ
2;ДАТЧИК EJX110A-ELS5G-717DD/KS21/N4/QR
10;НАСОС К80-65/60
6;Кран-балка 0-5 Н-18.2 508654
5;Электростанция мощностью 3 КВт (Honda ESE 306 HS G
1;Ноутбук HP ProBook 4720s Core I3-330M 2.13 GHz
5;ТЕПЛООБМЕННИК  ТЕХН.№126/4
5;Теплообменник технол. № 14/2
5;Шкаф учета НКУ Freecon СТ-380/5 (ШУ19)черт. 345225
3;Смартфон i.safe MOBILE IS520.1
5;КОЛОННА ТАРЕЛЬЧАТАЯ Тех.№42б
11;МТ100Р-12231-02-0,5-,5мПа-42-У(-50+80оС
3;ТРУБОПРОВОД ПРОДУКТА 405 ОТ Ц.2-Ж ДО К -1156
7;КАМЕРА КСО-285.
11;Вольтметр Д5082
5;Испаритель 426 ТНВ корп.437
4;Затвор щитовой ручной ЭЩ-Р(300х600)
5;Двигатель АИМР 160 S2 15/3000 3081
5;Адсорбер К-252/1
6;Емкость разгазирования воды Е-102 20м3
11;Аппарат дыхательный MSA AUER AirXpress Fire-Z (101
4;Фазный разделитель Е-104
8;ЗДАНИЕ БЛОКА ПРОИЗВОДСТВЕННЫХ И ВСПОМОГАТЕЛЬНЫХ
6;прибор Сапфир С 22р-Ду-Ех-2620-02-У2(-30+50)-
0;Тумба Р 6520, бук
8;Затвор газостатический поз.Ф1, Ф2 (2 шт.)
4;Резервуар V-107А, V-107 A
8;Корпус 414
6;КАБЕЛЬ
5;Вентилятор FEVI. SDYN09-T-MIOXXA01
9;Бачок с внутренним подогревателем В1-471.00.000.ВО
7;СТАНЦИЯ УПРАВЛЕНИЯ
6;Конденсатор выпара Е-4672, Е-4672
3;Компактная воздушно-тепловая завеса КЭВ-18П304Е
2;"Источник гамма-излучения ""Цезий-137 тип ИГИ-Ц-3-9"
5;КОНТРОЛЛЕР ТЕХНОЛОГИЧЕСКИЙ МНОГОБЛОЧНЫЙ ТСМ 52
4;Стенд для пневманических и гидравлич. испытаниний
10;НАСОС ГОРИЗОНТ. Д- 400Х95
2;Датчик EJA110A-EVS4-39DC/KS2/QR
4;трубопровод технологический к.651
5;Комплект линз (100 шт.)
11;Охранная  сигнализация к.315а
1;KVM-переключатель APC KVM-BN001
7;CKBAЖИHA N42
8;ЗДАНИЕ ЛИТ.424Б (КОПРЕССОРНЫЙ ЦЕХ)
5;Преобразователь Сапфир-22МП-ДУ-Ех-2620-02-У2(-40..
10;НАСОС К 20/30-У2 с эл дв АИР100S2У3 4кВТ 380В
8;ХИМЗАГРЯЗНЕННАЯ КАНАЛИЗАЦИЯ ОТ ГРАДИРНИ 7
0;Задвижки на насосные станции
8;Бак нейтрализации № 2 с обвязкой о\у
5;Трансиловой 1600 кВ зав.№ 10324/1
9;№1974 ПОЖАРНЫЕ КОЛОДЦЫ
1;Катионный обменник С 222 С Т.6002
7;Сепаратор MS-185
9;Вертолетная площадка 192 км.
4;Клапан 35-35222 DN80 PN40 поз.LSV 1-L8002
0;Газодувка двухступенчатая Q=15 тн/ч
1;ИБП APC SMART-UPS 750VA (SUA750RMI2U)
11;Шкаф ШОВ-1 N 9072
4;Емкость регенерационного р-ра 25 м3 ВЭЭ2,5-0,07
7;Сепаратор второй ступени М-132
9;Емкость Е-306 1164046
7;ШКАФ СИЛОВОЙ  № 6 СОСТОЯЩИЙ ИЗ 9 ПАНЕЛЕЙ
2;Радиостанция Motorola DP4401 EX
8;Объект 3007 Резервуар запаса воды
9;Корпус 1078
10;АСУ перекачки сжиженных газов ТСБГ-2
3;Маном. с раздел, PG-131A
3;Маном. МПЧУ 10кг/см.кв. (250465), кип
3;КАБЕЛЬНАЯ ЛИНИЯ ОТ РУ-6 КВ ЦЕХА 100-В К ГРАДИРН
1;Структурированная кабельная система корпуса 431
2;Установка УН1Д-1-Р-10/20ПК1-F10/F10-В-УХЛ2 ТУ 3632
7;Сейф Topaz BST-1400 (1400/700/645 260 кг)
11;Насос центробежный Н-55/1
0;Шкаф пожарный ШПК-310 НЗК
2;КОНДИЦИОНЕР DANTEX RK-12SDM2 (СПЛИТ-СИСТ
4;Вихревой расходомер DY200-NBLBD3 2N/KS1/QR в компл
2;Титратор автом. T70 Terminal (кат. 51109
3;Фильтр раствора каучука, GF-211S
4;СБОРНИК ТЕХНОЛОГ.№ 172
10;Насос дозирующий (N-Р 41 нем.)
0;Насос Д 4000х95 с эл.двигателем
8;Фильтр V=3,4 м3 №3. Блок осушки УПГ-2
8;Шкаф пожарный с пожарными кранами к.101
1;Сервер IBM xSeries 235 TYPE 8671 с монитором View
8;Емкость к-с 1201 Г
11;Емкость Е-46
11;Шкаф сушильный для спецодежды и обуви DION PRO
2;"ВЕСЫ ""РА 214"" ИНВ.№ Ю 9973"
6;ОРУ 110 кв ГПП-2
1;Коммутатор Cisco WS-C3550-24SMI
1;Расходомер AXF150C-E2AL1N-BD21-41B/MU
5;Шкаф управления ПЧЗ - 50-3
8;ФУНДАМЕНТ ПОД БЛОК РАЗДЕЛЕНИЯ 424Д
6;Резервуар шаровый (Е-10/1-4,6) к.1076
1;Плотномер портативный Densito 30PX
8;Внецеховые теплогазоматериалопроводы к отд.СГ
8;"Корпус 1076 Склад бензола и фракции ""С-5"""
10;НАСОС 4Х9Е С ЭЛ. ДВИГ. ДАО- 71- 2 500В
3;Ротаметр 5к6948-1 XL-200 (311060), FT-3251
1;"Дисплей 55"" Philips BDL5571V"
10;ШКАФ ДЛЯ ОДЕЖДЫ
2;Лабораторный pH-метр/ионометр АНИОН 41081 27698
11;Щит ЩСУ2 УХЛ4 открытый 9906377703.01
0;Шкаф металлический для рабочей одежды
11;Шкаф ШК 24
1;CAB-800W/2100H Стандартный шкаф
1;Лампа щелевая SM-4N 5 увеличений
11;Резервуары металлические V=400 м. куб. Р
9;Резервуар В1-442.00.000 Е-403/4
2;Aqurius Std Celeron 600 (без монитора)
8;Парк хранения жидкого топлива (тит.8133-г)
11;Буфер Е-124
5;Панель ПСН-1506Б
4;клапан Ду 25 CV 3 нж EPSY
1;Терминал сенсорный Datavan Bravo BP-615S
2;Вентилятор АВ-7 ( корпус 101)
11;Насос отбора пробы ПР-7КВ 220 В
4;Клапан КИП поз.1204/2 35-35222 отс
9;МАСТЕРСКАЯ СВАРОЧНАЯ ЦЕХА ДК-1,3
10;ЧАСТОТОМЕР 43-64/ 1
9;Сборник пароконденсата Е-9
7;Железнодорожный путь (140м)
4;Задвижки 200
6;Станок обдирочный 3М636 зав.N 531100
10;НАСОС  ТЕХН.№ Н 108/1
1;Насос центробежный НТ-1
2;ДАТЧИК EJX530A-EBS7N-019DN/KS21/D4/N4
6;Конденсатор Е-1271, Е-1271
9;Бачок с внутренним подогревателем В1-471.00.000.КБ
5;КОНДЕНСАТОР ТЕХ105/ 3
5;Фильтр 37/8
10;Преобразователь ИПП-50
9;№2253 АВТОДОРОГА и площадка с восточной стороны
1;Коммутатор Cisco Catalist 4500
0;Устройство переговор. DW 2Ех, 2св., 25Вт
11;Шкаф управления ШУ-6 корп.№ 371/1а
4;Куб дистилляционный V=8.21
2;Агрегат насосный REPP40-L-GLRD 1000мм
2;Кабинка для промывки деталей 2000*2000мм
0;Часы
1;Шкаф автоматизации 17 системы ПАЗ печей F14, F16.
4;Система кондиционирования (каб. 510, 511)
8;ГРАДИРНЯ №3
11;Емкость Е-124
9;Щитовые
9;ЭТАЖЕРКА НАРУЖНАЯ Ж/Б
3;ФИЛЬТР СЕТЧАТЫЙ МЕХАНИЧЕСКИЙ
9;ЗДАНИЕ П / СТ. №4
11;Стол лабораторный С13Н
1;Блок системный НP DX2200 RT337ES P-4
0;Узел электролиза. Водородная станция
10;Ячейка КРУ КВЭ
10;КОНЦЕНТРАТОМЕР АКК-201
11;Емкость Е-3А
1;Многофункциональное устройство Xerox Work Centre 5
7;Перевод стрелочный №116 марки 1/9 рельсы Р-43
8;Сепаратор С-508 МАУ-3
11;Насос 4ЦГ-50/50 К-11-4 Н-11 к.651
8;Кран шар. F15-46TFM-PT200DN32-PN16-КО
10;Ячейка КРУ КВЭ
11;Шкаф бесперебойного питания
7;Шкаф для инструмента чер. 93.764.00.00 СБ
3;Насос Р- 337А
1;Блок системный Lenovo ThinkCentre M710q
9;СКЛАД АММИАКА
7;ТРАНСФОРМАТОР ТМ 320 / 6
10;КОРПУС 37
9;ЗДАНИЕ П/ СТ ТРАНСФОРМ. №9- ПРИСТРОЕНА С
9;ЕМКОСТЬ
1;Блок-бокс инв.№ 3012
2;Принтер HP LaserJet 1320 сер.№ 1JRJ
3;БЛОК КОНДЕНСАТООТВОДА 25FL
9;Эстакада на Крановом узле 6,6 км.
3;Насос АХО 62/80.1357(F5) Н-269/2
10;Станок сверлильный 2А-150
11;Термосопротивление ТСП 103
7;ТРУБОПРОВОД ХИМ.ЗАГРЯЗН.КАНАЛИЗАЦИИ ОТ КОЛ 964-В
9;Корпус430 установка обработки тары
11;Питатель шлюзовый 2-Х-425
6;Операторная
6;Станок отрезной ножовочный 8725
2;Компьютер Athlon XP 1900+
9;"Строение ""Склад кислородных и ацетиленовых баллоно"
9;Вертолетная площадка 231 км.
4;Вентиляционная система ВД1
8;Проходная № 61
9;Корпус 1121 Учебно-производственный корпус
5;АППАРАТ ТЕХН. №8/2
0;Сегмент 1/4
8;Сливо-наливная эстакада ГЖ
11;Емкость Е-24
7;Шкаф металлический RacK 10642 42U Pallet
3;Промканализации солесодержащих солей
8;Канализационно-насосная станция (Здание 1180)
8;ГРАДИРНЯ №3
7;КАМЕРА
9;Эстакада электрокабелей и КИП (титул 8111б)
1;Видеотерминал Polycom RealPresence Debut+микрофон
4;Весы электронные крановые МК-10000
10;ЕМКОСТЬ 5КУБ.М № 26
8;Эстакада внецеховых ТГМП
2;УРОВНЕМЕР МИКРОИМП. FMP40-7AA2CMJB21GH
9;ЗДАНИЕ ЦЕХА
9;АВТОДОРОГА к цеху 51
5;Холодильник горячего масла поз. Е-113, корпус 1201
4;ВЕНТИЛЯТОР   РАД,ВЦ  14-46-6,3  ал.ПО АВ-2 к.651
5;202/3 13 Отделение жидкости Е-503
6;Канализация ливневых стоков К-2 _57
2;Принтер HP LaserJet 1320N сер.№ CNHW5D5H36
0;Сейф
10;ГЕНЕРАТОР Г 4-153
6;Комплектная п/станция КТП к-с 1214
3;Ротаметр 5к6948-1 XL-200 (311060), резерв
7;КОНДЕНСАТОРНАЯ УСТАНОВКА
11;Бункер 1-Е-432 для сушки
2;Радиостанция Motorola DP4401Ex SN:627TUR1154
5;Печь пиролиза бензина к.401 поз.F-19
2;УСТАНОВКА НАСОСНАЯ УНД-2-2.5/10-П-Г
11;Шкаф коммуникационный стеклянный настенный 15U
9;Бачок с внутренним подогревателем В1-471.00.000.ВО
11;Компьютерный тренажерный комплекс для тренинга и о
6;Система обогрева ЮКЛ-23
6;Трансформатор сухой силовой TRIHAL630кВА6/0.4
4;Приточные камеры
1;Стойка для жима и приседаний BODY-SOLID GPR370 в к
9;Здание цеха КИП (к 138)
2;Уровнемер FX61.CXСLE1HANXX..L=2300мм
11;Установка конденсаторная Schneider Electric Varset
11;Мастерпакт в сборе NS08N3F2BR202
8;Эстакада
4;К ЕМКОСТЯМ В 606
3;КЛАПАН МОД.35-35112 DN50 PN40 KV50 НОWCC
5;Газоохладитель высокого давления АТ-202
10;МОДУЛЬ ВЫХОДНОГО СИГНАЛА СS-50
9;Резервуар Р-7 V-1000м3 к.701
11;Шкаф сушильный для спецодежды и обуви DION
7;Ячейка КРУ
0;Трубопроводы деавраторной ( № 2012)
6;"Блок-контейнер РЛТ-БКТС КУ № 22 продуктопровода ""Ю"
2;"ГЕНЕРАТОР водорода ""Кулон-12"""
3;ТРУБОПРОВОД ПРОТИВОПОЖАРНОГО ВОДОПРОВОДА ЦЕХА
2;Комплект портативного терминала МТР850Ех НИУС.4292
0;Кран ручной г/п 2 тн
10;НАСОС 2,5ЦС-5, ТЕХ.№ 8-5
5;Контейнер Д1 V = 100 л
7;Котел паровой ДЕ 16-14 ГМО (зав.№ 7201)
7;Шкаф освещения на подстанции №10
10;"ШКАФ ""МАКСИ"""
6;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
7;Шкаф металлический для рабочей одежды
7;КОНДЕНСАТОРНАЯ УСТАНОВКА
2;НАСОС НЦГ 6,3/75-К-5,5-2 У2 С КОМПЛ. ЗИП
0;Кран-балка инв. № 6138
11;Вакуумнная система COMBI BL 2000 М-378/2
9;№ 172 ПОЖАРНОЕ ДЕПО
8;Емкость азота Е-603/1
8;КАНАЛИЗАЦИЯ ТЕЛЕФОННАЯ К ЦЕХУ 103 18П/М
9;Центральный пункт управления. КС-3
2;Кондиционер Fujisu ARY90T/AOY90T корпус 1164
8;Кран шар. F15-46TFM-PT200DN32-PN16-КО
5;Шкаф РТ 30-69 инв. №93227
8;ВНЕШНИЕ СЕТИ КАНАЛИЗАЦИИ
6;ТОКАРНО-ВИН.СТАНОК
11;Шкаф ШК 51
8;Объект 3007 Резервуар запаса воды
10;Ячейка КРУ 2-0612
0;Фильтр ФС-150-16-1ТР  2818 поз.Н-4/1
9;Кабельная эстакада 742
1;Клапан Samson 3510,DN15,PN40(PCV1041
4;Электропечь ЭПЭ-40/400
4;комплексное воздухоочистительное устройство-1
3;рег.дав.пр.дейст. Ду 25 PCV0017B
3;Сенсор pH 399
1;Ноутбук Lenovo ThinkPad X280 20KES4WS00)+Dock 90W
1;Оборудование КИПиА полевое системы контроля
6;Уровнемер двухпроводный радарный Emerson Rosemount
2;"Источник гамма-излучения ""Цезий-137 тип ИГИ-Ц-3-7"
5;Проф. велотренажер Велоэргометр WNQ 8318 LB-1
10;Подстанция ТП-23
1;Принтер Evolis Peble 4
11;Насос ПН ПЭУ-701
1;АРМ Блок Lenovo ThinkCentre M710q (514615)
1;Преобразователь расхода ПРЭМ 65 L2-00В1 электромаг
0;Отопительный агрегат АПВ 200-140 корпус 1019
6;Токарно-винторезный станок 1А64 6738 №24
2;Датчик избыточного давления EJ 430A
10;КОНТЕЙНЕР ДЛЯ ТИБА ТЕХН.№ 5
3;"Тренажер -манекен Т12 ""Максим-III-01"""
1;Сервер HP DL380G7 E5620 (589152-421)
1;Станция управления AFV10D-S41211
7;Баня на 620 км.
2;Мельница лабораторная МЛ-1
5;Щит распределительный встраеваемый ЩРн-36з-1 36 УХ
11;Компьютер P-III
6;Клапан Masoneilan Camflex 35-35222 Ду150 Ру40 VI C
7;ШКАФ П-7277 А-1233 С ПЕРЕКЛЮЧАТЕЛЯМИ
1;Процессор коммуникационный СР 5613А2IC
11;Бункер 1-Е-424 для предварительной сушки
4;Стационарная радиостанция MTM800 Enhanced с блоком
6;Головка водяная ЮКЛ-0501150
4;датчик 1151GP-6-S-22-DF-B2-E8-C2-QG-KV
5;Система контроля доступа КПП-3 к.1007
3;Щит №2 АББ, кип
4;Трубопровод пневмотранспорт кат. VВ 200 ТР 2В
0;Бункер V=1м3
7;Выставочный ж/д путь № 16
7;Блок-бокс аппаратной ПРС 660
7;Шкаф для инструмента чер. 93.764.00.00 СБ
1;Емкость низкотемпературн.газоразд.Е-95
9;Корпус 1033 Учебнотренировачный полигон
2;Комплект корпоративного телевидения (наливная эста
10;Цистерна железнодорожная № 941 (нефтебензиновая)
2;Видеокамера ТВК-73IP
11;Емкость Е-1/6
9;Эстакады мониторинга загазованности
9;ПОЖАРНЫЙ ПОСТ площадью 300 м кв
7;Путь железнодорожный к цеху №45-а
11;Конференц-стол Optimus (ФК э)
9;Емкость Е-46
0;Ячейка КРУ
1;Экран межсетевой Cisco ASA 5508-X (ASA5508-K8)
6;СЕТИ СВЯЗИ И СИГНАЛИЗАЦИИ
6;Клапан Masoneilan Camflex 35-35222 Ду25 Ру40 VI Cv
2;Насос 3196 4х6-17
3;Электропневмопреобразователь ЭП-Ех-3324, TV 520
4;ТЕПЛООБМЕННИК 1000 ТНГ-1-М25Г-6-1
2;ячейки комплексного распределительного устройства-
5;Метран 100-ВН-ДИ-1161-11-МП3 Т10-050-1мпа
10;"Холодильник ""АПШЕРОН"""
1;Ноутбук Apple Macbook Air MC 9691 RS/A
4;"АПК  хроматогр. ""Хроматэк-Кристалл 5000"""
0;Маслопеносниматель Т-605
5;Шкаф силовой 800х1800 экструдера поз.2310.5
4;РАСПРЕДЕЛИТЕЛЬНЫЙ КОНВЕЕР
10;"Трансформаторы 750 KWA ""Вербано"""
7;Блок-бокс аппаратной ПРС 742
5;ЛАБОРАТОРНЫЕ ВАЛЬЦЫ СМЕСИТЕЛЬНЫЕ
6;Трансформаторная подстанция КТПН 668-2
9;Вертолетная площадка 112 км.
2;Кондиционер КЦКП-20 Бланк заказ 1000723-1  с компл
10;ВЕСЫ АНАЛИТИЧЕСКИЕ
3;КЛАПАН 27-28112 ДУ25 ANSI300 VI CV1.5 НО
0;Ячейки КРУ-2ВК-12
7;Огневзломостойкий сейф 2 класса, 670х480х445 мм Va
6;Хроматограф SIEMENS Maxum II поз. 4503/4504
6;Щит ЩСУ-1 корп.655
0;Шкаф 2-дверный низкий
1;Ноутбук Lenovo ThinkPad X280 (20KES4WS00)
10;Насос 2Х4А-1  тех №171а/I
0;Устройство натяжное SPX SRT 5 (SRTAS050001)
9;Сборник азота 8-120 АВС
11;Электронасос НЦГ 100/40-К-18-2 У2 ТУ 3631-004-1388
10;НАСОС ЦЕНТРОБЕЖНЫЙ
6;Пр.пож.и питьев.воды инв.№ 3003
6;трансформатор ТМ-1600/6/0.4 Д/Ун-11
5;Метран 900/RS 485-К 1204-350М-24 реле-ГП
6;Кран подвесной ручной КПР-2,0-5,4-4,2 тит. 1201Е
8;Корпус 1215/5 - градирня
4;Трактор К-701 6678 ТО
11;Земельный участок  59:01:47 1 6054:136
4;Блок термической утилизации БТУ-1500 ТУ 3646-016-7
4;теплообменник Е-560 к-с 1202
8;Модуль МПТХ 65-100-50
9;Резервуар РВС 1000 (техн.№409/4)
7;ЩИТ СТАНЦИИ УПРАВЛЕНИЯ
10;ШКАФ ВЫТЯЖНОЙ ИНВ №76625
4;Сплит-система LESSAR
5;СИСТЕМНЫЙ БЛОК AQUARIUS INTEL RENTIUM-III 500
3;Насос Р-146А, Р-146 А
3;Стул офисный
9;Сосуд-Емкость Е-14 V-200м3
2;ДАТЧИК EJA110A-EMS5G-717DD/K21/N4/QR
3;Тумба офисная
9;Здание компрессорной вакуумного дегидрирования
2;Точка доступа офисная стандарта IEEE802.11a, 11g
9;ЦЕХ19Б СКЛАД З/ЧАСТЕЙ
6;Клапан SAMSON 3241 Ду50 Ру40 WN1.0619 фланцы B1 IV
5;ИСПАРИТЕЛЬ тех.№ 6/3
3;Антресоль НС1
3;"Стол для переговоров ""Вегас"" E45-01.43П, 880x2200x"
4;Силовое эл.оборудование корпуса 426/1
7;Блок-бокс электронного оборудования 781
0;Сигнализатор 1-кан.  Щит-2-7 с ДТХ/01030
3;КОНДИЦИОНЕР
0;Ленточный конвейер Q=1400 м/ч Т-166
0;Ячейки КРУ-2ВК-12
11;Лестница-стремянка алюм.расклад.телескоп
1;Блок-трансформато-двигатель ТМ-1000/10/6
3;Горелка ГМВТ2-18 ТУ3696-037-05454190-15поз.К-200/6
0;Сепаратор С-1
8;Адсорбер для газа К-201/1/НОиО/
9;ЗДАНИЕ НАСОСНОЙ (ЦЕХ ДК - 5)
11;Аспиратор АВА-1-150-02СП ТУ 4213-002-73332721-2010
3;Насос 4 ЦГ-50/50 К-11-1
8;Вертолетная площадка 791
2;реактор бетонный сдвоенный-10-2_1000 ВК-2 фаа С на
8;Устройство распределительное РУ 50-150
1;Система контроля уровня загазованности
4;Вентилятьор ВР-6-28 инв. № 6957
1;Емкость низкотемпературн.газоразд.Е-67
0;Шкаф металлический для рабочей одежды
0;Силос Д-123
1;Коммуникатор HART
1;ШКАФ СЕТЕВОЙ TS8 600Х2000Х1000ММ  1
4;Система видеоконференцсвязи Polycom RealPresence G
3;Насос 1Д315-71(Н-88б)
8;КАБЕЛЬ ТЕЛЕФОННЫЙ ТПП-50-10х2х04 ИЗ АСБОЦЕМЕНТНЫХ
5;Тележка для инструментов
11;Стол островной ЛАБ-Pro-COв150-F20 1500*1500*900
7;ТРАНСФОРМАТОР ТМ 100
2;Принтер HP LaserJet 1320 сер.№ 00000198498
4;Резервуар V-161, V-161
3;Насос плунжерный NOVADOS N-P31 поз.Р-05/1
2;Кондиционер KENTATSU KSVP/KSUN140HFAN3
6;ВВОД № 15 ЩСУ-2 КАБЕЛЬ
11;Распред.пункт ПР-925
3;Тягонапоромер ТнМП-100 М1 УЗ
2;Радиостанция взрывозащищенная IC-F 30GT-IS _ 41c с
5;РЕАКТОР С РУБАШКОЙ №106- А,Б,В /2 №24611
10;НАСОС ТЕХНОЛОГИЧ. № 347 /2
3;Система громкой связи (оперативно-технической) и р
2;Баннер «С Новым Годом», 1000х1500 мм.
3;Манометр б/разд, PG-0037B
2;Весы ЕК-2000 G зав.№ 0537485
5;Теплообменник Т-301
8;Здание стационарного поста автоматического
0;Телефонный аппарат инв. № 12339
9;Металлическ.склад
0;Сейф №002886
9;Здание насосной станции при нефтеловушках к.563/14
9;Усреднитель тит. 573/1
9;Эстакада от опоры №838 до опоры №1216 у цеха №1в
10;РН-метр лабораторный ЛПУ-01
7;ЩИТ СИЛОВОЙ  №8 СОСТОЯЩИЙ ИЗ 9 ПАНЕЛЕЙ
5;Конденсатор воздушного охлаждения Т-525
8;Сепаратор 1/1 М-102
1;"Монитор Dell TFT 20"" 2009W"
3;Бак расходный реагентный БЦН-12-014.1-00 (609)
8;ФУНДАМЕНТ ПОД БУФЕРНУЮ ЁМКОСТЬ 426А
11;Резервуар V-25м3 / к.404-405/ Е-407/2
11;Иономер  АНИОН-4111
7;ПАНЕЛЬ
4;Кондиционер КЦКП-3,15-С1-У3 (б/з 1323103а) поз.П5
1;Терминал Xerox YSoft SafeQ ASK 725154
6;"КТП КУ № 11. Продуктопровод ""ЮБ ГНС-ТНХ"" этап 2"
1;Фильтр Е-371/1
11;Калориферы КСКЗ -12
1;Расходомер Yokogawa Rotamass RCCT38-DH2A05D4SL/GA/
5;КОНДЕНСАТОР
4;ВИДЕОКАМЕРА MDC-4220CDN
11;Ключ ударного действия 2109 с вых.квадр.
5;Расходомер Эрис ВЛТ-300 ТУ 39-1258-88
7;Здание проходной (пост №2)
8;Здание Контрольно-пропускной пункт №3
11;Емкость v=50м3 Е-712А
4;КОНДЕНСАТОР СМЕШЕНИЯ ИЗ Н/Ж СТАЛИ
4;АСУТП УПГ ЮБГПЗ
7;ЩИТ СИЛОВОЙ  №7 СОСТОЯЩИЙ ИЗ 11 ПАНЕЛЕЙ
2;Датчик EJX110A-ELH5G-919DD/CS1/N4/QR
5;Контейнер МХИ
8;ФУНДАМЕНТ ПОД БУФЕРНУЮ ЁМКОСТЬ 426А
11;Принтер HPLaser Jet 2200DN
7;Автопроезды к трансформ.подстанции инв.№ 2058
8;Корпус 1294-станция коагуляции речной воды
1;Модуль Cisco NME-RVPN
6;Отрезной станок 872А зав.№ 1544
5;Станок сверлильный настольный
4;Система цифрового возбуждения АРВ СД -ОС-RA-75
8;Сепаратор факельный С-509 МАУ-3
3;422 ОЧ 58 внеш Коллектор абгазов к F003
4;КПП. АБК ТКС
8;Коллектор К1 65-100М4
3;КРАН BRAY FLOW-TEK F15 ДУ50 РУ16 886358
5;Аппарат воздушного охлаждения Т-101/2
10;ЕМКОСТЬ
0;Водородная станция к.1017. Узел приг. эл-та
9;СКЛАД ХИМИКАТОВ И РЕАКТИВОВ, ПОЛУЗАЗЕМЛЕННЫЙ
1;Коммутатор Cisco Catalyst 2960-48LPS-L (WS-C2960S-
1;Емкость Е-303
11;Прибор Сапфир 22ПМ
11;Бункер 2-Е-435 для  сушки
9;Технологическая эстакада привязка к к.573
0;Шкаф пожарный ШПК-310 НЗК
0;Электроталь Q=5 тн S-134
3;Насосы 4ЦГ-50/50-К-11-6С
10;ЕМКОСТЬ V= 200 КУБ.М
10;Фильтр Ф-3/2
3;ТЕПЛООБМЕННИК  тех.№303/1
11;Станция насосная подачи осветленной воды на УОО дл
7;Сепаратор S-2 зав.№ 1130343
6;Автомобильная дорога к корпусу № 1220
9;Гараж для автомобилей
4;прибор С22Р-ДУ-ЕХ-2620-02-У2
5;ЩИТ СТАНЦ.УПРАВЛ.
6;НАСОС К100-80
2;Насос поз. Н-68/2, тит.1171
1;Смеситель струйный черт. КЦ 71.114.00.000
3;Телевизор LED Samsung UE55MU6100UX
1;Газодувка 1Г21-80-2В без эл.дв. (220798), M0032
5;Холодильник тех.№ 100-Б
4;Пункт ПР-2 к-с 1214/3
6;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
7;ТРАНСФОРМАТОР ТМЗ ЛЕВЫЙ 1000 6 / 0,4
3;Анализатор растворенного кислорода Марк-302Т
1;Клапан Vetec82.7DN25PN40(KV1281,KV1289)
8;Рессивер V -20 м3 поз.18
6;Клапан Masoneilan Camflex 35-35222 Ду100 Ру40 VI C
7;Пункт обогрева 764
3;ТРУБОПРОВОД ПОДАЧИ ИНГИБИРОВАННОГО СТИРОЛА
7;СИЛОВОЙ ТРАНСФОРМАТОР ЕК -5,16 №4649
6;Трансформаторная подстанция КТПН 754-2
2;Устройство многофункциональное Xerox WorkCentre 53
10;Насос тех №171a /2
4;Датчик давления EJA110A-DES2A-27DC/KS2
8;Сеть водоснабжения и канализации на площ
4;Клапан 87-21115 DN40 PN40 поз.PCV 1-P8161
2;Радиостанция Motorola DP4401Ex SN:627TUR3852
11;Возбудитель компл.стат.нереверс. КВсдОС-RA-115-320
6;ВВОД №20 Ц-25 ШС-72 КАБЕЛЬ ААШВ-2
4;Калорифер КСК 4-7, У1, У2
11;Ствол факела №2
6;Датчик уровня цифровой буйковый 12323-058 поз.LT24
10;ШКАФ ВЫТЯЖНОЙ ЛАБОРАТОРНЫЙ С АРМАТУРОЙ
10;ТИТРОПРОЦЕССОР LАВ 1022 УП.51
8;Сооружение №563/4-3 (Нефтеловушка на четыре секции
10;Этажерка
5;"Башня связи- 35 м. КУ № 19 продуктопровода ""ЮБГНС-"
2;Радиостанция Motorola DP4401Ex (MDH56QCC9LA3_N)
5;БЛОК АВАР. ЗАЩИТЫ И СИГНАЛИЗАЦИИ БАЗИС-2
3;СВАРОЧНЫЙ ВЫПРЯМИТЕЛЬ ВД-306
8;Корпус 1093 Склад ЛВЖ
6;Станок токарно-винторез.1М63 МФ101 5053
10;ЧАСЫ ЭЛЕКТРОННЫЕ ПОДВЕСНЫЕ
8;Паровой котел Е-100-11,8-535 ГН
